timestamp,index,name,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.free [MiB],memory.total [MiB],power.draw [W],temperature.gpu
2024/01/05 21:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1581 MiB,38955 MiB,40536 MiB,50.10 W,36
2024/01/05 21:00:00.000,3,NVIDIA V100-SXM2-32GB,3.9 %,3.1 %,1517 MiB,39019 MiB,40536 MiB,54.89 W,37
2024/01/05 22:00:00.000,0,NVIDIA A100-SXM4-40GB,10.5 %,8.4 %,3554 MiB,36982 MiB,40536 MiB,95.86 W,40
2024/01/05 22:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,817 MiB,39719 MiB,40536 MiB,66.80 W,36
2024/01/05 22:00:00.000,2,NVIDIA V100-SXM2-32GB,3.2 %,2.5 %,2120 MiB,38416 MiB,40536 MiB,53.12 W,37
2024/01/05 22:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/05 23:00:00.000,0,NVIDIA A100-SXM4-40GB,13.3 %,10.6 %,2493 MiB,38043 MiB,40536 MiB,105.09 W,42
2024/01/05 23:00:00.000,1,NVIDIA A100-SXM4-40GB,16.1 %,12.9 %,8039 MiB,32497 MiB,40536 MiB,114.69 W,43
2024/01/05 23:00:00.000,2,NVIDIA V100-SXM2-32GB,8.1 %,6.5 %,3954 MiB,36582 MiB,40536 MiB,65.57 W,39
2024/01/05 23:00:00.000,3,NVIDIA V100-SXM2-32GB,3.7 %,3.0 %,1132 MiB,39404 MiB,40536 MiB,54.46 W,37
2024/01/06 00:00:00.000,0,NVIDIA A100-SXM4-40GB,13.2 %,10.5 %,5828 MiB,34708 MiB,40536 MiB,104.84 W,42
2024/01/06 00:00:00.000,1,NVIDIA A100-SXM4-40GB,10.4 %,8.3 %,3550 MiB,36986 MiB,40536 MiB,95.25 W,40
2024/01/06 00:00:00.000,2,NVIDIA V100-SXM2-32GB,8.0 %,6.4 %,2678 MiB,37858 MiB,40536 MiB,65.40 W,39
2024/01/06 00:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,128 MiB,40408 MiB,40536 MiB,50.10 W,36
2024/01/06 01:00:00.000,0,NVIDIA A100-SXM4-40GB,14.5 %,11.6 %,4286 MiB,36250 MiB,40536 MiB,109.17 W,42
2024/01/06 01:00:00.000,1,NVIDIA A100-SXM4-40GB,10.1 %,8.1 %,3210 MiB,37326 MiB,40536 MiB,94.40 W,40
2024/01/06 01:00:00.000,2,NVIDIA V100-SXM2-32GB,2.1 %,1.7 %,2215 MiB,38321 MiB,40536 MiB,50.44 W,36
2024/01/06 01:00:00.000,3,NVIDIA V100-SXM2-32GB,6.8 %,5.5 %,2172 MiB,38364 MiB,40536 MiB,62.37 W,38
2024/01/06 02:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,2309 MiB,38227 MiB,40536 MiB,66.80 W,36
2024/01/06 02:00:00.000,1,NVIDIA A100-SXM4-40GB,4.2 %,3.3 %,2349 MiB,38187 MiB,40536 MiB,74.18 W,37
2024/01/06 02:00:00.000,2,NVIDIA V100-SXM2-32GB,6.2 %,4.9 %,2805 MiB,37731 MiB,40536 MiB,60.69 W,38
2024/01/06 02:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1090 MiB,39446 MiB,40536 MiB,50.10 W,36
2024/01/06 03:00:00.000,0,NVIDIA A100-SXM4-40GB,6.5 %,5.2 %,1985 MiB,38551 MiB,40536 MiB,82.08 W,38
2024/01/06 03:00:00.000,1,NVIDIA A100-SXM4-40GB,10.0 %,8.0 %,4505 MiB,36031 MiB,40536 MiB,94.14 W,40
2024/01/06 03:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/06 03:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1976 MiB,38560 MiB,40536 MiB,50.10 W,36
2024/01/06 04:00:00.000,0,NVIDIA A100-SXM4-40GB,11.1 %,8.8 %,3960 MiB,36576 MiB,40536 MiB,97.61 W,41
2024/01/06 04:00:00.000,1,NVIDIA A100-SXM4-40GB,14.2 %,11.3 %,5438 MiB,35098 MiB,40536 MiB,108.23 W,42
2024/01/06 04:00:00.000,2,NVIDIA V100-SXM2-32GB,5.7 %,4.6 %,1179 MiB,39357 MiB,40536 MiB,59.62 W,38
2024/01/06 04:00:00.000,3,NVIDIA V100-SXM2-32GB,8.8 %,7.0 %,1118 MiB,39418 MiB,40536 MiB,67.41 W,39
2024/01/06 05:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1494 MiB,39042 MiB,40536 MiB,66.80 W,36
2024/01/06 05:00:00.000,1,NVIDIA A100-SXM4-40GB,9.6 %,7.7 %,3330 MiB,37206 MiB,40536 MiB,92.54 W,40
2024/01/06 05:00:00.000,2,NVIDIA V100-SXM2-32GB,6.3 %,5.0 %,3086 MiB,37450 MiB,40536 MiB,61.03 W,38
2024/01/06 05:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,355 MiB,40181 MiB,40536 MiB,50.10 W,36
2024/01/06 06:00:00.000,0,NVIDIA A100-SXM4-40GB,10.0 %,8.0 %,5442 MiB,35094 MiB,40536 MiB,94.04 W,40
2024/01/06 06:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,317 MiB,40219 MiB,40536 MiB,66.80 W,36
2024/01/06 06:00:00.000,2,NVIDIA V100-SXM2-32GB,4.9 %,3.9 %,2671 MiB,37865 MiB,40536 MiB,57.44 W,37
2024/01/06 06:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,638 MiB,39898 MiB,40536 MiB,50.10 W,36
2024/01/06 07:00:00.000,0,NVIDIA A100-SXM4-40GB,19.7 %,15.8 %,7658 MiB,32878 MiB,40536 MiB,127.07 W,45
2024/01/06 07:00:00.000,1,NVIDIA A100-SXM4-40GB,13.2 %,10.5 %,4724 MiB,35812 MiB,40536 MiB,104.74 W,42
2024/01/06 07:00:00.000,2,NVIDIA V100-SXM2-32GB,6.0 %,4.8 %,2098 MiB,38438 MiB,40536 MiB,60.19 W,38
2024/01/06 07:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,328 MiB,40208 MiB,40536 MiB,50.10 W,36
2024/01/06 08:00:00.000,0,NVIDIA A100-SXM4-40GB,13.4 %,10.7 %,4523 MiB,36013 MiB,40536 MiB,105.43 W,42
2024/01/06 08:00:00.000,1,NVIDIA A100-SXM4-40GB,13.0 %,10.4 %,6149 MiB,34387 MiB,40536 MiB,104.20 W,42
2024/01/06 08:00:00.000,2,NVIDIA V100-SXM2-32GB,15.4 %,12.4 %,5298 MiB,35238 MiB,40536 MiB,84.39 W,43
2024/01/06 08:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1789 MiB,38747 MiB,40536 MiB,50.10 W,36
2024/01/06 09:00:00.000,0,NVIDIA A100-SXM4-40GB,2.4 %,1.9 %,1233 MiB,39303 MiB,40536 MiB,68.11 W,36
2024/01/06 09:00:00.000,1,NVIDIA A100-SXM4-40GB,9.0 %,7.2 %,4197 MiB,36339 MiB,40536 MiB,90.48 W,39
2024/01/06 09:00:00.000,2,NVIDIA V100-SXM2-32GB,14.2 %,11.4 %,7332 MiB,33204 MiB,40536 MiB,81.27 W,42
2024/01/06 09:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1236 MiB,39300 MiB,40536 MiB,50.10 W,36
2024/01/06 10:00:00.000,0,NVIDIA A100-SXM4-40GB,17.2 %,13.8 %,9221 MiB,31315 MiB,40536 MiB,118.55 W,44
2024/01/06 10:00:00.000,1,NVIDIA A100-SXM4-40GB,14.9 %,11.9 %,6724 MiB,33812 MiB,40536 MiB,110.70 W,42
2024/01/06 10:00:00.000,2,NVIDIA V100-SXM2-32GB,5.8 %,4.6 %,2643 MiB,37893 MiB,40536 MiB,59.78 W,38
2024/01/06 10:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/06 11:00:00.000,0,NVIDIA A100-SXM4-40GB,8.8 %,7.0 %,3559 MiB,36977 MiB,40536 MiB,89.76 W,39
2024/01/06 11:00:00.000,1,NVIDIA A100-SXM4-40GB,3.9 %,3.1 %,772 MiB,39764 MiB,40536 MiB,73.38 W,37
2024/01/06 11:00:00.000,2,NVIDIA V100-SXM2-32GB,8.7 %,6.9 %,3869 MiB,36667 MiB,40536 MiB,67.06 W,39
2024/01/06 11:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,867 MiB,39669 MiB,40536 MiB,50.10 W,36
2024/01/06 12:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1524 MiB,39012 MiB,40536 MiB,66.80 W,36
2024/01/06 12:00:00.000,1,NVIDIA A100-SXM4-40GB,12.1 %,9.6 %,4011 MiB,36525 MiB,40536 MiB,100.98 W,41
2024/01/06 12:00:00.000,2,NVIDIA V100-SXM2-32GB,3.8 %,3.0 %,1504 MiB,39032 MiB,40536 MiB,54.69 W,37
2024/01/06 12:00:00.000,3,NVIDIA V100-SXM2-32GB,8.9 %,7.1 %,3868 MiB,36668 MiB,40536 MiB,67.63 W,39
2024/01/06 13:00:00.000,0,NVIDIA A100-SXM4-40GB,8.3 %,6.6 %,4250 MiB,36286 MiB,40536 MiB,88.13 W,39
2024/01/06 13:00:00.000,1,NVIDIA A100-SXM4-40GB,6.4 %,5.1 %,3078 MiB,37458 MiB,40536 MiB,81.65 W,38
2024/01/06 13:00:00.000,2,NVIDIA V100-SXM2-32GB,7.7 %,6.1 %,4931 MiB,35605 MiB,40536 MiB,64.60 W,39
2024/01/06 13:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1 MiB,40535 MiB,40536 MiB,50.10 W,36
2024/01/06 14:00:00.000,0,NVIDIA A100-SXM4-40GB,8.2 %,6.6 %,2931 MiB,37605 MiB,40536 MiB,87.91 W,39
2024/01/06 14:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.88 W,36
2024/01/06 14:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1129 MiB,39407 MiB,40536 MiB,50.10 W,36
2024/01/06 14:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1935 MiB,38601 MiB,40536 MiB,50.10 W,36
2024/01/06 15:00:00.000,0,NVIDIA A100-SXM4-40GB,7.8 %,6.3 %,1882 MiB,38654 MiB,40536 MiB,86.60 W,39
2024/01/06 15:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1023 MiB,39513 MiB,40536 MiB,66.80 W,36
2024/01/06 15:00:00.000,2,NVIDIA V100-SXM2-32GB,2.6 %,2.1 %,628 MiB,39908 MiB,40536 MiB,51.65 W,36
2024/01/06 15:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/06 16:00:00.000,0,NVIDIA A100-SXM4-40GB,16.0 %,12.8 %,5638 MiB,34898 MiB,40536 MiB,114.33 W,43
2024/01/06 16:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1458 MiB,39078 MiB,40536 MiB,66.80 W,36
2024/01/06 16:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,982 MiB,39554 MiB,40536 MiB,50.10 W,36
2024/01/06 16:00:00.000,3,NVIDIA V100-SXM2-32GB,6.9 %,5.5 %,4101 MiB,36435 MiB,40536 MiB,62.58 W,38
2024/01/06 17:00:00.000,0,NVIDIA A100-SXM4-40GB,12.3 %,9.8 %,3566 MiB,36970 MiB,40536 MiB,101.76 W,41
2024/01/06 17:00:00.000,1,NVIDIA A100-SXM4-40GB,8.7 %,7.0 %,3584 MiB,36952 MiB,40536 MiB,89.68 W,39
2024/01/06 17:00:00.000,2,NVIDIA V100-SXM2-32GB,2.3 %,1.8 %,700 MiB,39836 MiB,40536 MiB,50.79 W,36
2024/01/06 17:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1491 MiB,39045 MiB,40536 MiB,50.10 W,36
2024/01/06 18:00:00.000,0,NVIDIA A100-SXM4-40GB,2.8 %,2.2 %,2385 MiB,38151 MiB,40536 MiB,69.39 W,36
2024/01/06 18:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1303 MiB,39233 MiB,40536 MiB,66.80 W,36
2024/01/06 18:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1385 MiB,39151 MiB,40536 MiB,50.10 W,36
2024/01/06 18:00:00.000,3,NVIDIA V100-SXM2-32GB,2.4 %,1.9 %,1909 MiB,38627 MiB,40536 MiB,51.02 W,36
2024/01/06 19:00:00.000,0,NVIDIA A100-SXM4-40GB,12.0 %,9.6 %,3903 MiB,36633 MiB,40536 MiB,100.71 W,41
2024/01/06 19:00:00.000,1,NVIDIA A100-SXM4-40GB,5.5 %,4.4 %,1260 MiB,39276 MiB,40536 MiB,78.73 W,38
2024/01/06 19:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,184 MiB,40352 MiB,40536 MiB,50.10 W,36
2024/01/06 19:00:00.000,3,NVIDIA V100-SXM2-32GB,4.2 %,3.4 %,2600 MiB,37936 MiB,40536 MiB,55.81 W,37
2024/01/06 20:00:00.000,0,NVIDIA A100-SXM4-40GB,9.1 %,7.3 %,3348 MiB,37188 MiB,40536 MiB,90.85 W,40
2024/01/06 20:00:00.000,1,NVIDIA A100-SXM4-40GB,14.4 %,11.5 %,4580 MiB,35956 MiB,40536 MiB,108.91 W,42
2024/01/06 20:00:00.000,2,NVIDIA V100-SXM2-32GB,3.9 %,3.2 %,1682 MiB,38854 MiB,40536 MiB,55.07 W,37
2024/01/06 20:00:00.000,3,NVIDIA V100-SXM2-32GB,9.8 %,7.8 %,4070 MiB,36466 MiB,40536 MiB,69.96 W,40
2024/01/06 21:00:00.000,0,NVIDIA A100-SXM4-40GB,3.1 %,2.5 %,1771 MiB,38765 MiB,40536 MiB,70.42 W,37
2024/01/06 21:00:00.000,1,NVIDIA A100-SXM4-40GB,10.6 %,8.5 %,3273 MiB,37263 MiB,40536 MiB,96.12 W,40
2024/01/06 21:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,838 MiB,39698 MiB,40536 MiB,50.10 W,36
2024/01/06 21:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1223 MiB,39313 MiB,40536 MiB,50.10 W,36
2024/01/06 22:00:00.000,0,NVIDIA A100-SXM4-40GB,4.7 %,3.7 %,3268 MiB,37268 MiB,40536 MiB,75.82 W,37
2024/01/06 22:00:00.000,1,NVIDIA A100-SXM4-40GB,14.4 %,11.5 %,7453 MiB,33083 MiB,40536 MiB,108.96 W,42
2024/01/06 22:00:00.000,2,NVIDIA V100-SXM2-32GB,4.7 %,3.7 %,2106 MiB,38430 MiB,40536 MiB,56.94 W,37
2024/01/06 22:00:00.000,3,NVIDIA V100-SXM2-32GB,3.7 %,2.9 %,2308 MiB,38228 MiB,40536 MiB,54.31 W,37
2024/01/06 23:00:00.000,0,NVIDIA A100-SXM4-40GB,7.7 %,6.2 %,3734 MiB,36802 MiB,40536 MiB,86.17 W,39
2024/01/06 23:00:00.000,1,NVIDIA A100-SXM4-40GB,11.1 %,8.9 %,2621 MiB,37915 MiB,40536 MiB,97.86 W,41
2024/01/06 23:00:00.000,2,NVIDIA V100-SXM2-32GB,14.2 %,11.3 %,5034 MiB,35502 MiB,40536 MiB,81.17 W,42
2024/01/06 23:00:00.000,3,NVIDIA V100-SXM2-32GB,2.6 %,2.0 %,1635 MiB,38901 MiB,40536 MiB,51.52 W,36
2024/01/07 00:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,778 MiB,39758 MiB,40536 MiB,66.80 W,36
2024/01/07 00:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,2101 MiB,38435 MiB,40536 MiB,66.80 W,36
2024/01/07 00:00:00.000,2,NVIDIA V100-SXM2-32GB,3.5 %,2.8 %,555 MiB,39981 MiB,40536 MiB,53.94 W,37
2024/01/07 00:00:00.000,3,NVIDIA V100-SXM2-32GB,6.0 %,4.8 %,2695 MiB,37841 MiB,40536 MiB,60.32 W,38
2024/01/07 01:00:00.000,0,NVIDIA A100-SXM4-40GB,5.8 %,4.6 %,461 MiB,40075 MiB,40536 MiB,79.67 W,38
2024/01/07 01:00:00.000,1,NVIDIA A100-SXM4-40GB,5.4 %,4.3 %,1383 MiB,39153 MiB,40536 MiB,78.34 W,38
2024/01/07 01:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1271 MiB,39265 MiB,40536 MiB,50.10 W,36
2024/01/07 01:00:00.000,3,NVIDIA V100-SXM2-32GB,5.4 %,4.3 %,2458 MiB,38078 MiB,40536 MiB,58.77 W,38
2024/01/07 02:00:00.000,0,NVIDIA A100-SXM4-40GB,8.7 %,6.9 %,3926 MiB,36610 MiB,40536 MiB,89.49 W,39
2024/01/07 02:00:00.000,1,NVIDIA A100-SXM4-40GB,9.0 %,7.2 %,3666 MiB,36870 MiB,40536 MiB,90.45 W,39
2024/01/07 02:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,606 MiB,39930 MiB,40536 MiB,50.10 W,36
2024/01/07 02:00:00.000,3,NVIDIA V100-SXM2-32GB,9.3 %,7.4 %,4184 MiB,36352 MiB,40536 MiB,68.62 W,40
2024/01/07 03:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1111 MiB,39425 MiB,40536 MiB,66.80 W,36
2024/01/07 03:00:00.000,1,NVIDIA A100-SXM4-40GB,15.6 %,12.5 %,6471 MiB,34065 MiB,40536 MiB,112.92 W,43
2024/01/07 03:00:00.000,2,NVIDIA V100-SXM2-32GB,14.8 %,11.9 %,6400 MiB,34136 MiB,40536 MiB,82.85 W,42
2024/01/07 03:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1119 MiB,39417 MiB,40536 MiB,50.10 W,36
2024/01/07 04:00:00.000,0,NVIDIA A100-SXM4-40GB,12.5 %,10.0 %,6235 MiB,34301 MiB,40536 MiB,102.52 W,41
2024/01/07 04:00:00.000,1,NVIDIA A100-SXM4-40GB,11.0 %,8.8 %,4310 MiB,36226 MiB,40536 MiB,97.44 W,41
2024/01/07 04:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1930 MiB,38606 MiB,40536 MiB,50.10 W,36
2024/01/07 04:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1015 MiB,39521 MiB,40536 MiB,50.10 W,36
2024/01/07 05:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1545 MiB,38991 MiB,40536 MiB,66.80 W,36
2024/01/07 05:00:00.000,1,NVIDIA A100-SXM4-40GB,5.4 %,4.3 %,1151 MiB,39385 MiB,40536 MiB,78.31 W,38
2024/01/07 05:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1986 MiB,38550 MiB,40536 MiB,50.10 W,36
2024/01/07 05:00:00.000,3,NVIDIA V100-SXM2-32GB,2.4 %,1.9 %,544 MiB,39992 MiB,40536 MiB,51.02 W,36
2024/01/07 06:00:00.000,0,NVIDIA A100-SXM4-40GB,15.4 %,12.3 %,7886 MiB,32650 MiB,40536 MiB,112.43 W,43
2024/01/07 06:00:00.000,1,NVIDIA A100-SXM4-40GB,4.8 %,3.8 %,828 MiB,39708 MiB,40536 MiB,76.18 W,37
2024/01/07 06:00:00.000,2,NVIDIA V100-SXM2-32GB,7.6 %,6.1 %,1989 MiB,38547 MiB,40536 MiB,64.29 W,39
2024/01/07 06:00:00.000,3,NVIDIA V100-SXM2-32GB,2.6 %,2.1 %,496 MiB,40040 MiB,40536 MiB,51.55 W,36
2024/01/07 07:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/07 07:00:00.000,1,NVIDIA A100-SXM4-40GB,5.0 %,4.0 %,0 MiB,40536 MiB,40536 MiB,77.07 W,38
2024/01/07 07:00:00.000,2,NVIDIA V100-SXM2-32GB,6.7 %,5.4 %,561 MiB,39975 MiB,40536 MiB,62.10 W,38
2024/01/07 07:00:00.000,3,NVIDIA V100-SXM2-32GB,3.1 %,2.5 %,3621 MiB,36915 MiB,40536 MiB,52.81 W,37
2024/01/07 08:00:00.000,0,NVIDIA A100-SXM4-40GB,4.2 %,3.4 %,1041 MiB,39495 MiB,40536 MiB,74.41 W,37
2024/01/07 08:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1387 MiB,39149 MiB,40536 MiB,66.80 W,36
2024/01/07 08:00:00.000,2,NVIDIA V100-SXM2-32GB,5.5 %,4.4 %,3525 MiB,37011 MiB,40536 MiB,59.13 W,38
2024/01/07 08:00:00.000,3,NVIDIA V100-SXM2-32GB,3.3 %,2.7 %,1322 MiB,39214 MiB,40536 MiB,53.48 W,37
2024/01/07 09:00:00.000,0,NVIDIA A100-SXM4-40GB,5.4 %,4.3 %,1263 MiB,39273 MiB,40536 MiB,78.47 W,38
2024/01/07 09:00:00.000,1,NVIDIA A100-SXM4-40GB,6.8 %,5.4 %,5210 MiB,35326 MiB,40536 MiB,82.96 W,38
2024/01/07 09:00:00.000,2,NVIDIA V100-SXM2-32GB,2.9 %,2.3 %,1625 MiB,38911 MiB,40536 MiB,52.35 W,36
2024/01/07 09:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1234 MiB,39302 MiB,40536 MiB,50.10 W,36
2024/01/07 10:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/07 10:00:00.000,1,NVIDIA A100-SXM4-40GB,16.5 %,13.2 %,8117 MiB,32419 MiB,40536 MiB,115.95 W,43
2024/01/07 10:00:00.000,2,NVIDIA V100-SXM2-32GB,12.7 %,10.2 %,4331 MiB,36205 MiB,40536 MiB,77.43 W,41
2024/01/07 10:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1258 MiB,39278 MiB,40536 MiB,50.10 W,36
2024/01/07 11:00:00.000,0,NVIDIA A100-SXM4-40GB,6.3 %,5.0 %,2924 MiB,37612 MiB,40536 MiB,81.30 W,38
2024/01/07 11:00:00.000,1,NVIDIA A100-SXM4-40GB,2.4 %,1.9 %,160 MiB,40376 MiB,40536 MiB,68.24 W,36
2024/01/07 11:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,505 MiB,40031 MiB,40536 MiB,50.10 W,36
2024/01/07 11:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/07 12:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,2085 MiB,38451 MiB,40536 MiB,66.80 W,36
2024/01/07 12:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1256 MiB,39280 MiB,40536 MiB,66.80 W,36
2024/01/07 12:00:00.000,2,NVIDIA V100-SXM2-32GB,6.0 %,4.8 %,2776 MiB,37760 MiB,40536 MiB,60.35 W,38
2024/01/07 12:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,993 MiB,39543 MiB,40536 MiB,50.10 W,36
2024/01/07 13:00:00.000,0,NVIDIA A100-SXM4-40GB,13.4 %,10.8 %,5551 MiB,34985 MiB,40536 MiB,105.71 W,42
2024/01/07 13:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,352 MiB,40184 MiB,40536 MiB,66.80 W,36
2024/01/07 13:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,878 MiB,39658 MiB,40536 MiB,50.10 W,36
2024/01/07 13:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/07 14:00:00.000,0,NVIDIA A100-SXM4-40GB,12.4 %,9.9 %,5644 MiB,34892 MiB,40536 MiB,102.13 W,41
2024/01/07 14:00:00.000,1,NVIDIA A100-SXM4-40GB,10.2 %,8.2 %,3260 MiB,37276 MiB,40536 MiB,94.85 W,40
2024/01/07 14:00:00.000,2,NVIDIA V100-SXM2-32GB,3.9 %,3.1 %,3276 MiB,37260 MiB,40536 MiB,54.95 W,37
2024/01/07 14:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,43 MiB,40493 MiB,40536 MiB,50.10 W,36
2024/01/07 15:00:00.000,0,NVIDIA A100-SXM4-40GB,10.6 %,8.5 %,6337 MiB,34199 MiB,40536 MiB,96.02 W,40
2024/01/07 15:00:00.000,1,NVIDIA A100-SXM4-40GB,10.7 %,8.5 %,4947 MiB,35589 MiB,40536 MiB,96.22 W,40
2024/01/07 15:00:00.000,2,NVIDIA V100-SXM2-32GB,9.3 %,7.4 %,3052 MiB,37484 MiB,40536 MiB,68.61 W,40
2024/01/07 15:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1068 MiB,39468 MiB,40536 MiB,50.10 W,36
2024/01/07 16:00:00.000,0,NVIDIA A100-SXM4-40GB,13.7 %,11.0 %,6707 MiB,33829 MiB,40536 MiB,106.66 W,42
2024/01/07 16:00:00.000,1,NVIDIA A100-SXM4-40GB,13.2 %,10.6 %,5696 MiB,34840 MiB,40536 MiB,104.87 W,42
2024/01/07 16:00:00.000,2,NVIDIA V100-SXM2-32GB,5.2 %,4.1 %,3007 MiB,37529 MiB,40536 MiB,58.23 W,38
2024/01/07 16:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/07 17:00:00.000,0,NVIDIA A100-SXM4-40GB,5.2 %,4.2 %,2626 MiB,37910 MiB,40536 MiB,77.82 W,38
2024/01/07 17:00:00.000,1,NVIDIA A100-SXM4-40GB,7.0 %,5.6 %,3381 MiB,37155 MiB,40536 MiB,83.77 W,38
2024/01/07 17:00:00.000,2,NVIDIA V100-SXM2-32GB,3.7 %,3.0 %,3833 MiB,36703 MiB,40536 MiB,54.54 W,37
2024/01/07 17:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,72 MiB,40464 MiB,40536 MiB,50.10 W,36
2024/01/07 18:00:00.000,0,NVIDIA A100-SXM4-40GB,10.1 %,8.1 %,3942 MiB,36594 MiB,40536 MiB,94.43 W,40
2024/01/07 18:00:00.000,1,NVIDIA A100-SXM4-40GB,19.8 %,15.9 %,9526 MiB,31010 MiB,40536 MiB,127.41 W,45
2024/01/07 18:00:00.000,2,NVIDIA V100-SXM2-32GB,4.0 %,3.2 %,2475 MiB,38061 MiB,40536 MiB,55.27 W,37
2024/01/07 18:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2156 MiB,38380 MiB,40536 MiB,50.10 W,36
2024/01/07 19:00:00.000,0,NVIDIA A100-SXM4-40GB,5.1 %,4.1 %,1976 MiB,38560 MiB,40536 MiB,77.38 W,38
